"Marca temporal","Modalidad","Trabajo","Tipo de trabajo","DevOps","Codificar por trabajo","Experiencia en TI","Experiencia en codificación ","Primera línea de código en una máquina","Educación","Carreras o especialidades","Importancia educación formal","Género","Edad actual ","Salario mensual","Programación, scripting y lenguajes de marcado","Librerías o web frameworks","Otras frameworks, librerías y herramientas","Base de datos","Plataformas","Lenguaje favorito","Lenguaje más odiado","Framework favorito","Framework más odiado","Herramientas"
"2021/03/10 8:47:52 p. m. GMT-3","Presencial","Nacional (Paraguay)","Desarrollador mobile","","Sí","Menos de 5 años","Menos de 5 años","Menos de 10 años","Educación universitaria","Ingeniero Informática","Más o menos importante","Hombre","20 a 24 años","Entre 2.192.839 gs a 3.500.000 gs","JavaScript;TypeScript;Python;C;C++;Dart","Angular;Django","Flutter","MySQL","GNU/Linux;Docker","Dart","HTML/CSS","Django","JQuery","GitHub;GitLab"
"2021/03/10 10:13:49 p. m. GMT-3","Presencial","Nacional (Paraguay)","Desarrollador back-end;Desarrollador front-end;Desarrollador full-stack","","Sí","10 a 14 años","10 a 14 años","14 a 15 años","Educación universitaria","Programación","Más o menos importante","Hombre","35 a 39 años","Entre 5.000.000 a 7.000.000 gs","PHP;Python;Java","JQuery;Laravel","Pandas;Flutter","MySQL;Microsoft SQL Server","Microsoft Windows;MacOS;AWS","PHP","","Laravel","","GitHub;Slack;Google Suite (Docs, Meet, etc);Trello"
"2021/03/11 9:58:18 a. m. GMT-3","Remoto","Nacional (Paraguay)","Desarrollador full-stack","Administrador de sistemas","Sí","Menos de 5 años","Menos de 5 años","10 a 11 años","Educación universitaria","Ingeniero Informática","Muy importante","Hombre","30 a 34 años","Entre 2.192.839 gs a 3.500.000 gs","JavaScript;PHP;HTML/CSS;SQL;Bash/Shell/PowerShell","React.js;JQuery;Laravel","","MySQL;PostgreSQL;Microsoft SQL Server","GNU/Linux;Microsoft Windows;AWS;Heroku","PHP","","React.js","","GitHub;Google Suite (Docs, Meet, etc)"
"2021/03/11 10:00:13 a. m. GMT-3","Remoto","Nacional (Paraguay)","Desarrollador back-end;Desarrollador front-end;Desarrollador full-stack;Desarrollador de sistemas embebidos;Aplicaciones de escritorio o empresariales","Diseñador","Sí","5 a 9 años","5 a 9 años","Menos de 10 años","Educación básica;Educación secundaria;Educación universitaria;Autodidacta","Ingeniero Informática","No importa, no es necesario","Hombre","25 a 29 años","Entre 3.500.000 a 5.000.000 gs","JavaScript;TypeScript;Python;C#;Go;HTML/CSS;SQL","JQuery;ASP.NET;Express;ASP.NET Core;Vue.js","Node.js;.NET;NET Core","MySQL;PostgreSQL;Microsoft SQL Server;MongoDB","GNU/Linux;Microsoft Windows;Microsoft Azure","JavaScript","Java","Vue.js","Spring","GitHub;GitLab;Microsoft Team;Microsoft Azure;Discord"
"2021/03/11 10:21:52 a. m. GMT-3","Hibrído","Nacional (Paraguay)","Desarrollador full-stack","","Sí","10 a 14 años","10 a 14 años","14 a 15 años","Master","Ingeniero Informática","Muy importante","Mujer","30 a 34 años","Entre 9.000.000 a 12.000.000 gs","Java;C#;SQL","ASP.NET;ASP.NET Core",".NET;NET Core","Oracle","Microsoft Windows;Android","C#","Genexus","ASP.NET","React.js","GitHub;Jira;Microsoft Team"
"2021/03/11 10:37:49 a. m. GMT-3","Presencial","Nacional (Paraguay)","Desarrollador full-stack","","Sí","5 a 9 años","5 a 9 años","12 a 13 años","Educación universitaria","Ingeniero Informática","Bastante importante","Hombre","30 a 34 años","Entre 7.000.000 a 9.000.000 gs","JavaScript;C#;HTML/CSS;SQL","React.js;JQuery;ASP.NET;ASP.NET Core",".NET;NET Core","MySQL;PostgreSQL;Microsoft SQL Server;Oracle","Microsoft Windows","C#","","ASP.NET","","GitHub;Slack;GitLab;Microsoft Team;Microsoft Azure;Trello"
"2021/03/11 10:41:04 a. m. GMT-3","Presencial","Nacional (Paraguay)","Desarrollador de sistemas embebidos;Aplicaciones de escritorio o empresariales","Educador","Sí","15 a 19 años","15 a 19 años","16 a 17 años","Educación universitaria;Autodidacta","Programación;Ingeniero Informática","Muy importante","Hombre","35 a 39 años","Entre 12.000.000 a 15.000.000 gs","C#;SQL;Dart","ASP.NET Core","Flutter;Xamarin","MySQL;Microsoft SQL Server","GNU/Linux;Microsoft Windows;Microsoft Azure;WordPress","C#","PHP","ASP.NET Core","Laravel","GitHub;Microsoft Team;Microsoft Azure"
"2021/03/11 10:44:04 a. m. GMT-3","Presencial","Nacional (Paraguay)","Desarrollador full-stack","","Sí","5 a 9 años","5 a 9 años","Menos de 10 años","Educación universitaria","Análisis de sistemas","Muy importante","Mujer","25 a 29 años","Entre 5.000.000 a 7.000.000 gs","JavaScript;C#;HTML/CSS;SQL","ASP.NET;ASP.NET Core",".NET;NET Core","MySQL;Microsoft SQL Server","Microsoft Windows","C#","Java","ASP.NET","","GitHub;Google Suite (Docs, Meet, etc);Microsoft Team"
"2021/03/11 11:58:32 a. m. GMT-3","Remoto","Ambas","Desarrollador back-end;Desarrollador mobile;Aplicaciones de escritorio o empresariales","","Sí","10 a 14 años","10 a 14 años","18 a 19 años","Educación universitaria","Ingeniero Informática","Crítico","Hombre","30 a 34 años","Entre 21.000.000 a 24.000.000 gs","JavaScript;Python;Ruby;Java;Kotlin;C;HTML/CSS;SQL;Swift;Objective-C","Angular;Angular.js;JQuery;Spring;Django;Ruby on Rails","Cordova","MySQL;PostgreSQL;Microsoft SQL Server;SQLite;Oracle;Firebase","Microsoft Windows;MacOS;Docker;Android;iOS","Java","Ruby","","","GitHub;Slack;GitLab;Jira;Google Suite (Docs, Meet, etc);Confluence;Microsoft Team;Trello"
"2021/03/11 12:14:04 p. m. GMT-3","Remoto","Nacional (Paraguay)","Desarrollador full-stack","","Sí","10 a 14 años","10 a 14 años","12 a 13 años","Educación universitaria","Ingeniero Informática","Muy importante","Hombre","30 a 34 años","Entre 7.000.000 a 9.000.000 gs","JavaScript;Java;C;C#;C++;HTML/CSS;SQL;Bash/Shell/PowerShell;Oracle form","Angular.js;JQuery;ASP.NET;ASP.NET Core;Spring","Node.js;.NET;NET Core","PostgreSQL;Microsoft SQL Server;SQLite;Oracle;IBM DB2","GNU/Linux;Microsoft Windows;AWS;WordPress","Java","JavaScript","Spring","JQuery","GitHub;Slack;GitLab;Jira;Google Suite (Docs, Meet, etc);Confluence;Microsoft Team;Trello;Discord"
"2021/03/11 12:43:36 p. m. GMT-3","Hibrído","Ambas","Desarrollador back-end;Project Leader","","Sí","10 a 14 años","10 a 14 años","14 a 15 años","Educación universitaria;Master;Autodidacta","Ingeniero Informática","Muy importante","Hombre","30 a 34 años","Entre 12.000.000 a 15.000.000 gs","Java","Spring","","MySQL;PostgreSQL;Microsoft SQL Server;Oracle","Microsoft Windows;MacOS;Docker;AWS;Heroku","Java","PHP","Spring","React.js","GitHub;Slack;GitLab;Google Suite (Docs, Meet, etc);Confluence;Microsoft Team;Trello"
"2021/03/11 12:48:14 p. m. GMT-3","Presencial","Nacional (Paraguay)","Desarrollador back-end;Desarrollador front-end;Desarrollador full-stack;Aplicaciones de escritorio o empresariales","","Sí","5 a 9 años","5 a 9 años","Menos de 10 años","Educación universitaria","Programación;Ingeniero Informática","Bastante importante","Hombre","25 a 29 años","Entre 7.000.000 a 9.000.000 gs","Java;Kotlin;HTML/CSS;SQL;Oracle form","React.js;JQuery;Spring","React Native","PostgreSQL;Oracle","GNU/Linux;Microsoft Windows","Java","PHP","Spring","ASP.NET Core","GitHub;Slack;GitLab;Jira;Google Suite (Docs, Meet, etc);Confluence"
"2021/03/11 2:03:49 p. m. GMT-3","Presencial","Nacional (Paraguay)","Desarrollador back-end;Desarrollador front-end;Desarrollador full-stack;Desarrollador mobile;Administrador de base de datos;Project Leader","Administrador de sistemas","Sí","25 a 29 años","20 a 24 años","26 a 27 años","Educación universitaria","Programación;Análisis de sistemas;Ingeniero Informática","Crítico","Hombre","50 a 54 años","Entre 21.000.000 a 24.000.000 gs","JavaScript;PHP;Java;HTML/CSS;SQL;Objective-C;Fox Pro","React.js;JQuery","Node.js;React Native;Cordova;Unreal Engine","MySQL;MariaDB;PostgreSQL;Microsoft SQL Server;SQLite;Oracle;Firebase","Microsoft Windows;MacOS;AWS;Android;iOS","Java","PHP","React.js","CakePHP","GitHub;Slack;GitLab;Google Suite (Docs, Meet, etc);Microsoft Team;Trello"
"2021/03/12 7:48:04 a. m. GMT-3","Ninguna de las anteriores","Ambas","Aplicaciones de escritorio o empresariales","Administrador de sistemas","No","5 a 9 años","5 a 9 años","Menos de 10 años","Educación universitaria","Otras ingenerías","Muy importante","Hombre","20 a 24 años","Entre 3.500.000 a 5.000.000 gs","Java;HTML/CSS;SQL","","","MySQL;PostgreSQL;SQLite","GNU/Linux;Microsoft Windows;Android;Arduino","Java","","","","Google Suite (Docs, Meet, etc)"
"2021/03/12 4:03:41 p. m. GMT-3","Ninguna de las anteriores","Nacional (Paraguay)","Desarrollador back-end;Aplicaciones de escritorio o empresariales","","No","Menos de 5 años","Menos de 5 años","Menos de 10 años","Educación universitaria","Ingeniero Informática","Bastante importante","Hombre","15 a 19 años","Menos del salario mínimo ( 2.192.839 gs)","Python;Java;SQL;Assembly","","","SQLite","Microsoft Windows","Java","","","","GitHub;Google Suite (Docs, Meet, etc);Microsoft Team;Discord"
"2021/03/13 12:46:13 p. m. GMT-3","Presencial","Nacional (Paraguay)","Desarrollador full-stack;Desarrollador mobile;Aplicaciones de escritorio o empresariales;Administrador de base de datos","Administrador de sistemas","Sí","10 a 14 años","10 a 14 años","20 a 21 años","Educación universitaria","Análisis de sistemas","Más o menos importante","Hombre","35 a 39 años","Entre 7.000.000 a 9.000.000 gs","JavaScript;TypeScript;PHP;Java;SQL;Oracle form;Genexus","Angular;Angular.js;JQuery","Node.js;Cordova","MySQL;MariaDB;PostgreSQL;Microsoft SQL Server;SQLite;MongoDB;Oracle;Firebase","Microsoft Windows;Android","PHP","Ruby","Angular","Ruby on Rails",""
"2021/03/13 1:06:28 p. m. GMT-3","Presencial","Nacional (Paraguay)","Desarrollador full-stack;Aplicaciones de escritorio o empresariales;Administrador de base de datos","Administrador de sistemas;Científico de datos o especialista Machine Learning;Investigador científico","No","5 a 9 años","5 a 9 años","10 a 11 años","Master","Ingeniero Informática","Crítico","Hombre","25 a 29 años","Entre 2.192.839 gs a 3.500.000 gs","JavaScript;PHP;Python;Java;Kotlin;C;HTML/CSS;SQL;R;VBA;Fox Pro","React.js;Angular.js;JQuery;Spring;Django;Laravel;CodeIgniter","Node.js;Pandas;TensorFlow","MySQL;MariaDB;PostgreSQL;Microsoft SQL Server;SQLite;MongoDB","GNU/Linux;Microsoft Windows;Android","Python","Assembly","Angular.js","CakePHP","GitHub;Google Suite (Docs, Meet, etc);Discord"
"2021/03/13 1:11:25 p. m. GMT-3","Presencial","Nacional (Paraguay)","Desarrollador full-stack;Aplicaciones de escritorio o empresariales;Administrador de base de datos","","Sí","5 a 9 años","5 a 9 años","20 a 21 años","Educación universitaria","Ingeniero Informática","Bastante importante","Mujer","30 a 34 años","Entre 3.500.000 a 5.000.000 gs","","","","Microsoft SQL Server","Microsoft Windows","","","","","Jira"
"2021/03/13 1:39:09 p. m. GMT-3","Remoto","Nacional (Paraguay)","Desarrollador back-end;Desarrollador front-end;Desarrollador full-stack","Administrador de sistemas","Sí","15 a 19 años","15 a 19 años","16 a 17 años","Educación universitaria","Análisis de sistemas","Bastante importante","Hombre","40 a 44 años","Entre 7.000.000 a 9.000.000 gs","JavaScript;PHP;Java;HTML/CSS;SQL;Bash/Shell/PowerShell","JQuery","","MySQL;MariaDB;PostgreSQL;SQLite;Oracle","GNU/Linux;Microsoft Windows;MacOS;Docker;Raspberry Pi","Java","","","","GitHub;GitLab"
"2021/03/13 1:43:56 p. m. GMT-3","Ninguna de las anteriores","Ambas","Desarrollador front-end","Diseñador","No","Menos de 5 años","Menos de 5 años","Menos de 10 años","Educación secundaria","Otras","Bastante importante","Hombre","15 a 19 años","Menos del salario mínimo ( 2.192.839 gs)","JavaScript;Python;Java;HTML/CSS","React.js;Angular;Angular.js","","MySQL","Microsoft Windows","Python","C++","Angular","Django","GitHub;Discord"
"2021/03/13 2:09:59 p. m. GMT-3","Hibrído","Nacional (Paraguay)","Desarrollador full-stack;Desarrollador mobile","","Sí","5 a 9 años","Menos de 5 años","Menos de 10 años","Educación secundaria;Autodidacta","Ninguna","Más o menos importante","Hombre","25 a 29 años","Entre 5.000.000 a 7.000.000 gs","JavaScript;TypeScript;PHP;Python;C#;HTML/CSS;SQL","React.js;JQuery;ASP.NET;Express;Django;Laravel;CakePHP","Node.js;.NET;React Native","MySQL;PostgreSQL","GNU/Linux;Microsoft Windows;Android","JavaScript","Java","React.js","Django","GitHub;GitLab;Jira;Google Suite (Docs, Meet, etc);Confluence;Microsoft Team;Trello"
"2021/03/13 2:38:03 p. m. GMT-3","Hibrído","Nacional (Paraguay)","Aplicaciones de escritorio o empresariales","","Sí","15 a 19 años","25 a 29 años","más de 30 años","Educación universitaria","Ingeniero Informática","Más o menos importante","Hombre","40 a 44 años","Entre 7.000.000 a 9.000.000 gs","SQL;Oracle form","","","MySQL;PostgreSQL;Microsoft SQL Server;SQLite;Oracle","GNU/Linux;Microsoft Windows;Android","PHP","Python","JQuery","Spring","GitHub;Slack;GitLab;Google Suite (Docs, Meet, etc);Trello"
"2021/03/13 2:52:06 p. m. GMT-3","Hibrído","Nacional (Paraguay)","Desarrollador full-stack;Aplicaciones de escritorio o empresariales;QA o testing;Administrador de base de datos;Project Leader","Científico de datos o especialista Machine Learning;Diseñador","Sí","25 a 29 años","25 a 29 años","24 a 25 años","Educación universitaria;Master;Autodidacta","Programación;Análisis de sistemas;Diseño gráfico","Muy importante","Hombre","50 a 54 años","Entre 5.000.000 a 7.000.000 gs","JavaScript;TypeScript;Java;C;C++;HTML/CSS;SQL;Assembly","React.js;Angular;Angular.js;JQuery;Spring","Node.js;.NET","MySQL;MariaDB;PostgreSQL;SQLite;Redis;Oracle","GNU/Linux;Microsoft Windows;MacOS;Docker;Android;Kubernetes","Java","JavaScript","Spring","JQuery","GitHub;Slack;GitLab;Google Suite (Docs, Meet, etc);Discord"
"2021/03/13 3:25:19 p. m. GMT-3","Remoto","Nacional (Paraguay)","Aplicaciones de escritorio o empresariales","","Sí","5 a 9 años","5 a 9 años","16 a 17 años","Educación universitaria","Análisis de sistemas","Más o menos importante","Hombre","25 a 29 años","Entre 3.500.000 a 5.000.000 gs","JavaScript;HTML/CSS;SQL;Fox Pro","Angular.js;JQuery;Vue.js","Node.js","PostgreSQL;Microsoft SQL Server;IBM DB2","GNU/Linux;Microsoft Windows","SQL","Java","Angular.js","Angular.js","Slack;Google Suite (Docs, Meet, etc)"
"2021/03/13 5:43:07 p. m. GMT-3","Hibrído","Ambas","Aplicaciones de escritorio o empresariales;Administrador de base de datos","Diseñador;Educador","Sí","Menos de 5 años","Menos de 5 años","Menos de 10 años","Educación básica;Educación secundaria;Educación universitaria","Programación;Análisis de sistemas;Ingeniero Informática;Otras","Crítico","Hombre","20 a 24 años","Salario mínimo 2.192.839 gs","JavaScript;PHP;Python;Ruby;C#;C++;HTML/CSS;SQL","React.js;Angular;JQuery;Laravel;Ruby on Rails","Node.js;.NET;React Native;Flutter","MySQL;MariaDB;PostgreSQL;Microsoft SQL Server;SQLite","GNU/Linux;Microsoft Windows;MacOS;AWS;Android;Raspberry Pi;Microsoft Azure;WordPress;Google Cloud Platform;iOS;Arduino","Python","JavaScript","React.js","Spring","GitHub;GitLab;Google Suite (Docs, Meet, etc);Microsoft Team;Microsoft Azure"
"2021/03/13 7:20:41 p. m. GMT-3","Presencial","Nacional (Paraguay)","Desarrollador back-end;Desarrollador front-end;Aplicaciones de escritorio o empresariales","Diseñador","Sí","5 a 9 años","5 a 9 años","10 a 11 años","Educación universitaria","Programación;Análisis de sistemas;Otras","Muy importante","Hombre","30 a 34 años","Entre 7.000.000 a 9.000.000 gs","JavaScript;C;C#;HTML/CSS;SQL","ASP.NET;ASP.NET Core","Node.js;.NET;NET Core","PostgreSQL;Microsoft SQL Server;Oracle","Microsoft Windows","C#","Spring","ASP.NET","Spring","GitHub;GitLab;Microsoft Team;Trello"
"2021/03/13 8:54:53 p. m. GMT-3","Remoto","Nacional (Paraguay)","Desarrollador full-stack","Investigador científico","Sí","10 a 14 años","15 a 19 años","18 a 19 años","Educación universitaria;Master","Ingeniero Informática","Bastante importante","Hombre","30 a 34 años","Entre 9.000.000 a 12.000.000 gs","JavaScript;PHP;Python;Ruby;Java;Go;SQL;Bash/Shell/PowerShell;Swift;Objective-C;Scala","React.js;Angular;Angular.js;JQuery;Spring;Django;Ruby on Rails","Node.js;Flutter;Hadoop","MySQL;PostgreSQL;Microsoft SQL Server;MongoDB;Redis;Oracle;Cassandra;IBM DB2;Elasticsearch","GNU/Linux;Microsoft Windows;MacOS;Docker;AWS;Android;iOS;Kubernetes","Java","","Angular","","GitHub;Slack;GitLab;Jira;Google Suite (Docs, Meet, etc);Microsoft Team;Trello"
"2021/03/13 9:24:18 p. m. GMT-3","Remoto","Nacional (Paraguay)","Desarrollador de sistemas embebidos;Aplicaciones de escritorio o empresariales;QA o testing;Administrador de base de datos;Project Leader","Administrador de sistemas;Científico de datos o especialista Machine Learning;Investigador científico;Diseñador","Sí","30 a 34 años","30 a 34 años","28 a 29 años","Master","Programación;Análisis de sistemas","Muy importante","Hombre","55 a 59 años","Menos del salario mínimo ( 2.192.839 gs)","JavaScript;C;Go;HTML/CSS;SQL;Oracle form;Genexus;Fox Pro;COBOL","","Node.js;.NET","MySQL;PostgreSQL;Microsoft SQL Server;Oracle;IBM DB2","GNU/Linux;Microsoft Windows","COBOL","Java","React.js","ASP.NET","GitHub;GitLab;Jira;Google Suite (Docs, Meet, etc);Microsoft Team;Trello"
"2021/03/13 9:39:53 p. m. GMT-3","Remoto","Nacional (Paraguay)","Desarrollador back-end;Desarrollador front-end;Aplicaciones de escritorio o empresariales;Administrador de base de datos","","Sí","5 a 9 años","5 a 9 años","16 a 17 años","Educación básica;Educación secundaria;Educación universitaria","Programación;Análisis de sistemas","Muy importante","Hombre","25 a 29 años","Entre 3.500.000 a 5.000.000 gs","JavaScript;TypeScript;Java;HTML/CSS;SQL","Angular;Angular.js;JQuery;Spring","Node.js","MySQL;MariaDB;PostgreSQL;Microsoft SQL Server","Microsoft Windows","Java","Fox Pro","Spring","ASP.NET","GitLab;Trello"
"2021/03/13 10:52:50 p. m. GMT-3","Presencial","Nacional (Paraguay)","Desarrollador back-end;Administrador de base de datos","Administrador de sistemas","Sí","Menos de 5 años","Menos de 5 años","10 a 11 años","Educación universitaria","Análisis de sistemas","Bastante importante","Mujer","35 a 39 años","Entre 5.000.000 a 7.000.000 gs","JavaScript;PHP;Java;HTML/CSS;SQL;Bash/Shell/PowerShell;VBA;Fox Pro;COBOL","Vue.js;CodeIgniter","React Native","MySQL;MariaDB;PostgreSQL;Microsoft SQL Server;Oracle","GNU/Linux;Microsoft Windows","PHP","Fox Pro","CodeIgniter","Express","GitLab;Microsoft Azure"
"2021/03/14 10:07:05 a. m. GMT-3","Hibrído","Nacional (Paraguay)","Desarrollador full-stack","","Sí","10 a 14 años","10 a 14 años","10 a 11 años","Educación universitaria","Programación;Análisis de sistemas;Ingeniero Informática","Bastante importante","Hombre","40 a 44 años","Entre 12.000.000 a 15.000.000 gs","JavaScript;PHP;Python;Java;HTML/CSS;SQL","React.js;JQuery;Express;Flask;Laravel","Node.js","MySQL;MariaDB;PostgreSQL;SQLite;Oracle","GNU/Linux","PHP","","Flask","","GitHub;Jira;Google Suite (Docs, Meet, etc);Trello"
"2021/03/14 11:03:08 a. m. GMT-3","Remoto","Nacional (Paraguay)","Desarrollador full-stack;Aplicaciones de escritorio o empresariales","Administrador de sistemas","Sí","5 a 9 años","Menos de 5 años","Menos de 10 años","Educación universitaria;Autodidacta","Análisis de sistemas","Más o menos importante","Hombre","40 a 44 años","Entre 3.500.000 a 5.000.000 gs","JavaScript;PHP;HTML/CSS","Laravel",".NET","MySQL","Microsoft Windows","SQL","COBOL","","ASP.NET","GitHub"
