,marca_temp,1_ocupacion,2_relacion_contractual,3_mercado_de_trabajo,4_rubro_de_trabajo,5_ROL_de_trabajo,6_años_de_experiencia,7) Nivel de seniority que Ud. considera que posee:,"8) Nivel de seniority que le asignan en su trabajo actual (aunque no sea en forma explícita, si puede inferir igual indique):",9_nivel_educativo,10_lugar_educativo,11_ingreso_mensual_en_dolares,12_beneficios_percibidos,13_remuneracion_vs_compañeros,14_habilidades_tecnicas,15_estimacion_de_vacancias,16_politicas_de_retencion_capacitacion,17_1_factores_opciones_lab,18_2_factores_opciones_lab,19_tuvo_entrev_inter,20_freq_ofert_laboral,21_mayor_dif_x_emp_internacionales,22_percep_señority,23_perf_mas_req,24_educacion_formal_internacionales,25_mayor_desafio_exterior,26_ingles_nivel_min
309,2022-09-21 11:11:34.965,fulltime,indef_sin_contrato,emp_ext_cli_ext (puede tener también clientes en PY),soft. factory / intermediaria,"DevOps (solo devops, sin architectura e infra, onprem o cloud)",10.0,Senior,Senior,Grado,Universidad Nacional de Asunción,más de 6000,"Flexibilidad horaria, Trabajo remoto, Días libres",Igual,DevOps en ambiente cloud,no sé,Sí,Remuneración económica,Desafíos,Sí,Más de 10 veces al año,El idioma,"En el mercado internacional, hay exigencias mayores para cada nivel de seniority.","Un perfil con alto nivel de especialización pero en un rol muy específico como frontend, backend, devops u otro.","La educación formal otorga las bases para tener éxito en una entrevista técnica, pero necesita ser complementada con la experiencia, cursos de especialización y/o test técnicos para entrevistas .","La falta de experiencia en escenarios muy demandantes por la complejidad, volumen de datos, nivel de concurrencia, nivel de formalismo u otros.","Poder expresarse plenamente sobre temas técnicos y del dominio del cliente, tanto en forma escrita como verbal. Comprender todo lo que escucha."
310,2022-09-21 11:25:08.531,fulltime,r_dependencia,emp_local_cli_local,Sector financiero,Cybersecurity,11 - 15,Semi-senior,Semi-senior,Grado,Universidad Nacional de Asunción,1000 - 1500,"Seguro médico, Jubilación, 13er salario o aguinaldo, Vacaciones pagas, Días libres, Equipos de trabajo (laptop, otros)",No trabajo para el exterior,Cybersecurity,no sé,Sí,Espacio para crecimiento profesional,Oportunidad de crecimiento económico,No,No más de 2 al año,El idioma,No trabajo para el exterior.,No trabajo para el exterior,No he participado en procesos de selección para el exterior,No trabajo para el exterior,"Lo anterior más poder escribir sobre temas técnicos. (mails, chats, documentos)"
311,2022-09-21 11:39:49.286,fulltime,r_dependencia,emp_local_cli_local,soft. factory / intermediaria,Admin. / Gerencial,9.0,Semi-senior,Senior,Grado,Universidad Nacional de Asunción,menor a 1000,"Seguro médico, Jubilación, 13er salario o aguinaldo, Vacaciones pagas, Flexibilidad horaria, Trabajo híbrido (remoto y presencial), Equipos de trabajo (laptop, otros)",No trabajo para el exterior,No estoy directamente relacionado con tecnologías y herramientas,11 - 20,Sí,Oportunidad de aprendizaje,Modalidad de trabajo remota o híbrida,No,3 a 5 veces al año,El idioma,No trabajo para el exterior.,No trabajo para el exterior,No he participado en procesos de selección para el exterior,No trabajo para el exterior,Poder leer materiales técnicos
312,2022-09-21 13:08:44.223,fulltime,contrato_temporal,emp_local_cli_local,Gobierno,dev / software eng,hasta 2,Entry level,Entry level,Grado,Universidad Nacional de Asunción,menor a 1000,"Flexibilidad horaria, Trabajo remoto",,Desarrollo web con php (backend y/o frontend),5 - 10,No,Oportunidad de aprendizaje,Desafíos,No,6 a 10 veces al año,El idioma,,,,,No se necesita.
313,2022-09-21 16:48:50.924,fulltime,r_dependencia,emp_local_cli_local,Retail,Proj. Manager y/o Prog. Manager,11 - 15,Senior,Senior,Grado,Universidad Nacional de Asunción,2001 - 2500,"Seguro médico, Jubilación, 13er salario o aguinaldo, Equipos de trabajo (laptop, otros)",No trabajo para el exterior,Desarrollo backend con Java,menos de 5,No,Flexibilidad horaria,Oportunidad de crecimiento económico,Sí,No más de 2 al año,El idioma,No trabajo para el exterior.,No trabajo para el exterior,"La educación formal otorga las bases para tener éxito en una entrevista técnica, pero necesita ser complementada con la experiencia, cursos de especialización y/o test técnicos para entrevistas .",No trabajo para el exterior,Poder leer materiales técnicos
314,2022-09-22 08:10:25.991,fulltime,r_dependencia,emp_local_cli_local,caja mutual,Proj. Manager y/o Prog. Manager,más de 15,Principal,Principal,Grado,Universidad Nacional de Asunción,2001 - 2500,"Seguro médico, Jubilación, 13er salario o aguinaldo, Vacaciones pagas",No trabajo para el exterior,Analisis de Sistemas o Analista Funcional,menos de 5,No,Remuneración económica,Ambiente laboral,Sí,No más de 2 al año,El idioma,No trabajo para el exterior.,No trabajo para el exterior,"La educación formal otorga las bases para tener éxito en una entrevista técnica, pero necesita ser complementada con la experiencia, cursos de especialización y/o test técnicos para entrevistas .",No trabajo para el exterior,Poder leer materiales técnicos
315,2022-09-22 10:38:07.244,fulltime,indef_sin_contrato,emp_ext_cli_ext (puede tener también clientes en PY),soft. factory / intermediaria,dev / software eng,8.0,Semi-senior,Senior,Pre-grado (inicié la universidad pero no obtuve el título aún),Universidad Nacional de Asunción,2001 - 2500,"13er salario o aguinaldo, Vacaciones pagas, Flexibilidad horaria, Trabajo remoto",Menor,Desarrollo web con Python (backend y/o frontend),menos de 5,Sí,Estabilidad laboral,Remuneración inmediata,Sí,Más de 10 veces al año,El conocimiento de tecnologías o metodologías específicas,"En el mercado internacional, hay exigencias mayores para cada nivel de seniority.","Un perfil con alto nivel de especialización pero en un rol muy específico como frontend, backend, devops u otro.",La educación formal local es una desventaja significativa al participar de entrevistas técnicas para el exterior.,"La falta de experiencia en escenarios muy demandantes por la complejidad, volumen de datos, nivel de concurrencia, nivel de formalismo u otros.",Lo anterior más poder expresarse verbalmente sobre temas técnicos en forma breve y concisa. Entender casi todo lo que escucha.
316,2022-09-22 13:00:45.444,fulltime,indef_sin_contrato,emp_loc_cli_ext (puede tener también clientes en PY),soft. factory / intermediaria,dev / software eng,6.0,Semi-senior,Semi-senior,Grado,Universidad privada del Paraguay,menor a 1000,"Seguro médico, Jubilación, 13er salario o aguinaldo, Vacaciones pagas, Flexibilidad horaria, Trabajo remoto, Trabajo híbrido (remoto y presencial), Días libres, Equipos de trabajo (laptop, otros)",No trabajo para el exterior,Frontend Angular,11 - 20,No,Remuneración económica,Espacio para crecimiento profesional,No,Más de 10 veces al año,El idioma,No trabajo para el exterior.,No trabajo para el exterior,No he participado en procesos de selección para el exterior,No trabajo para el exterior,"Lo anterior más poder escribir sobre temas técnicos. (mails, chats, documentos)"
317,2022-09-22 13:06:20.017,fulltime,indef_sin_contrato,emp_loc_cli_ext (puede tener también clientes en PY),Telefonía / Networking,Encargado de infraestructura cloud / Cloud Architect (puede incluir DevOps),3.0,Junior,Junior,Bachillerato,No aplica (para nivel bachiller),menor a 1000,"Seguro médico, Jubilación, 13er salario o aguinaldo, Vacaciones pagas, Flexibilidad horaria, Días libres, Equipos de trabajo (laptop, otros)",Igual,Networking,menos de 5,No,Espacio para crecimiento profesional,Oportunidad de aprendizaje,No,3 a 5 veces al año,El idioma,No trabajo para el exterior.,No trabajo para el exterior,No he participado en procesos de selección para el exterior,No trabajo para el exterior,Lo anterior más poder expresarse verbalmente sobre temas técnicos en forma breve y concisa. Entender casi todo lo que escucha.
318,2022-09-22 22:39:54.384,fulltime,r_dependencia,emp_local_cli_local,Gastronomia,Analista de Sist. / Business Analyst,más de 15,Semi-senior,Senior,Pre-grado (inicié la universidad pero no obtuve el título aún),Universidad privada del Paraguay,1000 - 1500,"13er salario o aguinaldo, Vacaciones pagas, Equipos de trabajo (laptop, otros)",No trabajo para el exterior,Administración de servidores y/o infraestructura on premises,menos de 5,No,Remuneración económica,Ambiente laboral,No,No más de 2 al año,Las certificaciones oficiales,"En el mercado internacional, hay exigencias mayores para cada nivel de seniority.","Un perfil con alto nivel de especialización pero en un rol muy específico como frontend, backend, devops u otro.",No he participado en procesos de selección para el exterior,No trabajo para el exterior,Poder leer materiales técnicos
319,2022-09-23 08:30:24.557,fulltime,contrato_temporal,emp_loc_cli_ext (puede tener también clientes en PY),soft. factory / intermediaria,Team Lead,8.0,Semi-senior,Senior,Grado,Universidad Nacional de Asunción,4001 - 5000,"Vacaciones pagas, Flexibilidad horaria, Trabajo remoto",Igual,Mobile Híbrido,no sé,Sí,Estabilidad laboral,Seguro social y plan de retiro (jubilación),Sí,Más de 10 veces al año,El idioma,"En el mercado internacional, hay exigencias mayores para cada nivel de seniority.","Un perfil con gran variedad de conocimientos, tal vez sin tanta especialización, pero con capacidad de hacer de todo un poco.","La educación formal no tiene incidencia en el proceso de selección, más allá de poder demostrar que se cuenta con un título de grado en carreras afines.",Las diferencias culturales y las habilidades blandas que se esperan de mí,"Poder expresarse plenamente sobre temas técnicos y del dominio del cliente, tanto en forma escrita como verbal. Comprender todo lo que escucha."
320,2022-09-23 09:35:55.371,fulltime,r_dependencia,emp_local_cli_local,Salud,Admin. / Gerencial,más de 15,Senior,Principal,Grado,Universidad Nacional de Asunción,2501 - 3000,"Seguro médico, Jubilación, 13er salario o aguinaldo, Vacaciones pagas, Equipos de trabajo (laptop, otros)",Menor,Desarrollo web con php (backend y/o frontend),11 - 20,No,Remuneración económica,Espacio para crecimiento profesional,No,3 a 5 veces al año,El idioma,No trabajo para el exterior.,No trabajo para el exterior,No he participado en procesos de selección para el exterior,No trabajo para el exterior,Lo anterior más poder expresarse verbalmente sobre temas técnicos en forma breve y concisa. Entender casi todo lo que escucha.
321,2022-09-23 11:29:42.368,fulltime,contrato_temporal,emp_local_cli_local,Telefonía / Networking,dev / software eng,5.0,Semi-senior,Senior,Pre-grado (inicié la universidad pero no obtuve el título aún),Universidad Nacional de Asunción,1000 - 1500,"Vacaciones pagas, Trabajo remoto",No trabajo para el exterior,Desarrollo backend con Java,no sé,No,Remuneración económica,Modalidad de trabajo remota o híbrida,Sí,3 a 5 veces al año,La experiencia previa,No trabajo para el exterior.,No trabajo para el exterior,"La educación formal no tiene incidencia en el proceso de selección, más allá de poder demostrar que se cuenta con un título de grado en carreras afines.",No trabajo para el exterior,Lo anterior más poder expresarse verbalmente sobre temas técnicos en forma breve y concisa. Entender casi todo lo que escucha.
322,2022-09-23 13:09:01.085,freelance,contrato_temporal,emp_local_cli_local,merketing/multim./publicidad,dev / software eng,10.0,Senior,Senior,Grado,Universidad Nacional de Asunción,1000 - 1500,"Flexibilidad horaria, Trabajo remoto",No trabajo para el exterior,Desarrollo web con php (backend y/o frontend),no sé,No,Remuneración económica,Ambiente laboral,No,6 a 10 veces al año,El conocimiento de tecnologías o metodologías específicas,No trabajo para el exterior.,No trabajo para el exterior,No he participado en procesos de selección para el exterior,No trabajo para el exterior,Poder leer materiales técnicos
323,2022-09-23 13:22:16.553,fulltime,r_dependencia,emp_local_cli_local,Telefonía / Networking,Data Engineer,11 - 15,Semi-senior,Mid-level o Associate,Grado,Universidad privada del Paraguay,1000 - 1500,"Vacaciones pagas, Flexibilidad horaria, Trabajo híbrido (remoto y presencial), Días libres",Menor,Data engineering o ML con Spark sobre ecosistema hadoop,5 - 10,No,Remuneración económica,Modalidad de trabajo remota o híbrida,Sí,3 a 5 veces al año,El idioma,Los criterios son similares.,"Un perfil con alto nivel de especialización pero en un rol muy específico como frontend, backend, devops u otro.","La educación formal no tiene incidencia en el proceso de selección, más allá de poder demostrar que se cuenta con un título de grado en carreras afines.",No trabajo para el exterior,Lo anterior más poder expresarse verbalmente sobre temas técnicos en forma breve y concisa. Entender casi todo lo que escucha.
324,2022-09-24 12:10:00.984,fulltime,indef_sin_contrato,emp_loc_cli_ext (puede tener también clientes en PY),Industria,SysAdmin,hasta 2,Junior,Junior,Grado,Universidad privada del Paraguay,menor a 1000,"Seguro médico, Jubilación, 13er salario o aguinaldo, Vacaciones pagas, Equipos de trabajo (laptop, otros)",Menor,Administración de servidores y/o infraestructura en ambiente cloud,5 - 10,No,Espacio para crecimiento profesional,Oportunidad de aprendizaje,Sí,No más de 2 al año,Las certificaciones oficiales,No trabajo para el exterior.,"Un perfil con gran variedad de conocimientos, tal vez sin tanta especialización, pero con capacidad de hacer de todo un poco.","La educación formal otorga las bases para tener éxito en una entrevista técnica, pero necesita ser complementada con la experiencia, cursos de especialización y/o test técnicos para entrevistas .",No trabajo para el exterior,No se necesita.
325,2022-09-25 10:23:15.793,parttime,contrato_temporal,emp_local_cli_local,soft. factory / intermediaria,dev / software eng,hasta 2,Junior,Mid-level o Associate,Pre-grado (inicié la universidad pero no obtuve el título aún),Universidad Nacional de Asunción,menor a 1000,"13er salario o aguinaldo, Flexibilidad horaria, Trabajo remoto",No trabajo para el exterior,Frontend Angular,5 - 10,Sí,Oportunidad de crecimiento económico,Oportunidad de crecimiento económico,No,No más de 2 al año,La experiencia previa,No trabajo para el exterior.,No trabajo para el exterior,No he participado en procesos de selección para el exterior,No trabajo para el exterior,Poder leer materiales técnicos
